,Wskaźnik cen konsumenta CPI (% r/r),    Ceny żywności (% r/r),    Ceny energii (% r/r),    Wskaźnik cen inflacji bazowej po wyłączeniu cen żywności i energii (% r/r),PKB (% r/r),    Popyt krajowy (% r/r),        Spożycie indywidualne (% r/r),        Spożycie zbiorowe (% r/r),        Nakłady inwestycyjne (% r/r),    Wkład eksportu netto (pkt. proc. r/r),        Eksport (% r/r),        Import (% r/r),Płace brutto (% r/r),Liczba pracujących (% r/r),Stopa bezrobocia (%),NAWRU (%),Stopa aktywności zawodowej (%),Wydajność pracy (% r/r),Jednostkowe koszty pracy (% r/r),Produkt potencjalny (% r/r),Luka popytowa (% PKB potencjalnego),"Indeks cen surowców rolnych (USD; 2010=1,00)","Indeks cen surowców energetycznych (USD; 2010=1,00)",Poziom cen za granicą (% r/r),PKB za granicą (% r/r),Saldo rachunku bieżącego i rachunku kapitałowego (% PKB),WIBOR 3M (%)
2017-05-17,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-18,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-19,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-22,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-23,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-24,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-25,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-26,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-29,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-30,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-05-31,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-01,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-02,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-05,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-06,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-07,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-08,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-09,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-12,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-13,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-14,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-15,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-16,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-19,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-20,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-21,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-22,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-23,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-26,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-27,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-28,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-29,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-06-30,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-03,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-04,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-05,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-06,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-07,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-10,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-11,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-12,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-13,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-14,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-17,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-18,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-19,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-20,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-21,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-24,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-25,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-26,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-27,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-28,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-07-31,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-01,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-02,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-03,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-04,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-07,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-08,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-09,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-10,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-11,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-14,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-15,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-16,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-17,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-18,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-21,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-22,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-23,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-24,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-25,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-28,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-29,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-30,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-08-31,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-01,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-04,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-05,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-06,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-07,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-08,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-11,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-12,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-13,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-14,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-15,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-18,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-19,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-20,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-21,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-22,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-25,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-26,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-27,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-28,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-09-29,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-02,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-03,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-04,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-05,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-06,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-09,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-10,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-11,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-12,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-13,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-16,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-17,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-18,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-19,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-20,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-23,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-24,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
2017-10-25,1.9,0.7,4.0,3.0,4.2,4.6,4.7,2.4,5.8,-0.4,6.0,6.9,5.1,1.9,4.7,5.4,56.6,2.2,2.7,2.7,0.1,0.92,0.64,1.3,2.1,0.1,1.73
